Part_ID,Category,Unit_Cost,Lead_Time_Days,Demand_Class,ABC_Class,XYZ_Class,ABC_XYZ,Avg_Monthly_Demand,Annual_Demand,Annual_Value,EOQ,Safety_Stock,ROP,Avg_Inventory,Working_Capital,Inventory_Turnover,Days_of_Supply,Stock_Status,Newsvendor_Savings,Recommended_Method,MASE,Cpk,CV
P0556,Suspension,146.72,42,Erratic,B,Z,BZ,2.43,29.2,4280.8,8.9,5.6,9.0,10.1,1482.06,2.888,124.6,Healthy,77.77,SBA,1.759,0.279,1.192
P0557,Engine Components,532.67,48,Smooth,A,Y,AY,3.02,36.2,19301.4,5.2,3.3,8.1,5.9,3151.92,6.124,58.8,Healthy,344.44,Naive,1.343,0.632,0.527
P0558,Engine Components,597.91,52,Smooth,A,X,AX,13.2,158.4,94681.4,10.3,8.7,31.5,13.8,8263.21,11.458,31.4,Healthy,1635.87,Naive,1.444,0.999,0.303
P0559,Transmission,334.94,40,Erratic,A,Z,AZ,2.63,31.5,10560.58,6.1,5.6,9.1,8.7,2913.13,3.625,99.3,Healthy,212.35,SBA,1.172,0.295,1.128
P0560,Electrical,33.13,6,Erratic,C,Z,CZ,1.94,23.3,771.64,16.8,1.8,2.1,10.1,335.78,2.298,156.7,Healthy,23.95,SBA,1.346,0.272,1.226
P0561,Transmission,415.07,39,Intermittent,C,Z,CZ,0.18,2.1,878.97,1.4,1.3,1.5,2.0,823.93,1.067,337.5,Dead Stock,19.66,Croston,0.945,0.086,3.839
P0562,Engine Components,322.61,50,Lumpy,A,Z,AZ,1.78,21.4,6907.6,5.2,7.9,10.9,10.5,3388.53,2.039,176.6,Excess Stock,530.77,SBA,1.25,0.159,2.092
P0563,Engine Components,311.81,31,Lumpy,C,Z,CZ,0.2,2.4,733.67,1.7,1.8,2.0,2.6,817.43,0.898,401.1,Dead Stock,18.36,SBA,1.605,0.062,5.346
P0564,Engine Components,857.42,29,Intermittent,B,Z,BZ,0.37,4.5,3833.17,1.4,1.6,1.9,2.3,1963.37,1.952,184.4,Excess Stock,335.14,Croston,1.595,0.128,2.602
P0565,Brake System,214.48,10,Erratic,B,Z,BZ,2.31,27.8,5955.05,7.2,2.4,3.2,6.0,1296.86,4.592,78.4,Healthy,274.24,SBA,1.573,0.299,1.114
P0566,Electrical,163.9,16,Erratic,B,Z,BZ,2.55,30.6,5013.48,8.6,3.4,4.7,7.7,1261.3,3.975,90.6,Healthy,71.55,SBA,1.16,0.302,1.102
P0567,Brake System,159.34,13,Lumpy,C,Z,CZ,1.04,12.5,1987.04,5.6,3.2,3.7,6.0,958.25,2.074,173.6,Healthy,145.55,SBA,1.076,0.116,2.858
P0568,Suspension,227.29,23,Lumpy,B,Z,BZ,1.82,21.9,4973.6,6.2,5.1,6.5,8.2,1873.45,2.655,135.6,Healthy,55.32,SBA,0.811,0.17,1.957
P0569,Fuel System,125.07,18,Erratic,B,Z,BZ,2.92,35.1,4384.72,10.6,4.6,6.3,9.9,1236.19,3.547,101.5,Healthy,256.19,SBA,1.617,0.27,1.233
P0570,Brake System,236.52,9,Lumpy,B,Z,BZ,1.67,20.0,4730.36,5.8,2.9,3.4,5.8,1366.5,3.462,104.0,Healthy,137.85,SBA,1.312,0.174,1.911
P0571,Suspension,333.84,14,Smooth,A,X,AX,5.73,68.7,22936.56,9.1,2.4,5.1,7.0,2328.56,9.85,36.5,Healthy,350.04,Naive,1.417,0.878,0.379
P0572,Exhaust System,61.61,23,Erratic,C,Z,CZ,1.78,21.4,1319.23,11.8,3.0,4.3,8.9,546.11,2.416,149.0,Healthy,55.8,SBA,0.652,0.288,1.155
P0573,Brake System,182.53,16,Intermittent,C,Z,CZ,0.86,10.4,1889.73,4.8,1.8,2.2,4.2,759.72,2.487,144.7,Healthy,170.08,Croston,1.226,0.194,1.718
P0574,Electrical,125.93,20,Smooth,A,X,AX,14.88,178.6,22490.16,23.8,6.0,15.9,17.9,2249.14,9.999,36.0,Healthy,439.81,Naive,0.983,0.999,0.298
P0575,Fuel System,186.05,16,Lumpy,C,Z,CZ,0.69,8.2,1532.16,4.2,2.9,3.3,5.0,937.99,1.633,220.4,Healthy,12.38,SBA,1.225,0.093,3.563
P0576,Cooling System,124.71,17,Erratic,B,Z,BZ,2.67,32.0,3990.81,10.1,3.7,5.2,8.7,1087.05,3.671,98.1,Healthy,236.85,SBA,0.939,0.301,1.106
P0577,Engine Components,542.46,30,Lumpy,A,Z,AZ,1.51,18.1,9828.02,3.7,6.1,7.6,7.9,4275.37,2.299,156.6,Excess Stock,884.52,SBA,1.471,0.137,2.438
P0578,Cooling System,47.31,11,Smooth,B,X,BX,11.06,132.7,6278.21,33.5,3.2,7.3,20.0,944.96,6.644,54.2,Healthy,128.39,Naive,0.646,0.999,0.293
P0579,Suspension,296.2,18,Lumpy,B,Z,BZ,1.12,13.4,3972.55,4.3,3.4,4.1,5.5,1632.04,2.434,147.9,Healthy,87.89,SBA,0.764,0.14,2.375
P0580,Brake System,77.23,23,Erratic,B,Z,BZ,2.45,29.4,2271.5,12.3,4.3,6.2,10.5,808.73,2.809,128.2,Healthy,60.56,SBA,0.617,0.273,1.218
P0581,Suspension,191.51,42,Lumpy,B,Z,BZ,1.33,16.0,3064.17,5.8,5.7,7.6,8.6,1652.56,1.854,194.2,Healthy,93.29,SBA,0.698,0.151,2.211
P0582,Body Parts,84.28,13,Lumpy,C,Z,CZ,0.61,7.3,614.76,5.9,2.5,2.7,5.4,455.65,1.349,266.8,Dead Stock,39.92,SBA,1.167,0.089,3.744
P0583,Suspension,329.91,27,Smooth,A,X,AX,13.1,157.2,51853.89,13.8,5.4,17.2,12.3,4061.38,12.768,28.2,Healthy,785.08,Naive,1.55,0.999,0.265
P0584,Brake System,101.72,15,Erratic,B,Z,BZ,2.22,26.6,2704.54,10.2,4.2,5.3,9.3,943.95,2.865,125.6,Healthy,187.16,SBA,0.796,0.206,1.617
P0585,Electrical,120.67,18,Smooth,A,X,AX,8.65,103.8,12520.99,18.5,3.7,8.9,12.9,1562.12,8.015,44.9,Healthy,282.89,Naive,1.768,0.999,0.333
P0586,Brake System,291.31,24,Erratic,A,Z,AZ,2.37,28.5,8293.78,6.3,3.8,5.7,7.0,2026.98,4.092,88.0,Healthy,128.26,SBA,1.784,0.303,1.098
P0587,Engine Components,300.58,27,Lumpy,A,Z,AZ,2.02,24.2,7284.67,5.7,5.6,7.4,8.4,2539.67,2.868,125.5,Healthy,452.36,SBA,0.771,0.187,1.78
P0588,Engine Components,524.25,38,Lumpy,B,Z,BZ,0.78,9.4,4934.14,2.7,5.1,6.1,6.5,3402.32,1.45,248.2,Dead Stock,269.8,SBA,1.207,0.094,3.547
P0589,Engine Components,459.0,28,Lumpy,C,Z,CZ,0.29,3.5,1620.01,1.8,1.9,2.2,2.8,1272.75,1.273,282.8,Dead Stock,7.21,SBA,1.604,0.082,4.056
P0590,Engine Components,163.36,19,Intermittent,C,Z,CZ,0.45,5.4,884.05,3.6,1.4,1.7,3.2,530.5,1.666,216.0,Healthy,59.2,Croston,1.207,0.137,2.418
P0591,Engine Components,734.26,55,Lumpy,A,Z,AZ,1.65,19.8,14512.49,3.3,8.7,11.8,10.4,7615.49,1.906,188.9,Excess Stock,264.49,SBA,1.075,0.14,2.38
P0592,Electrical,36.09,17,Intermittent,C,Z,CZ,1.0,12.0,433.08,11.5,2.1,2.6,7.8,282.68,1.532,235.0,Healthy,14.29,Croston,0.869,0.199,1.669
P0593,Engine Components,499.53,28,Smooth,A,Y,AY,3.02,36.2,18100.47,5.4,2.8,5.6,5.5,2755.78,6.568,54.8,Healthy,800.77,Naive,0.87,0.565,0.588
P0594,Brake System,199.19,10,Intermittent,C,Z,CZ,0.47,5.6,1124.82,3.4,1.3,1.5,3.0,593.17,1.896,189.8,Healthy,48.56,Croston,1.475,0.115,2.896
P0595,Fuel System,141.26,24,Erratic,B,Z,BZ,2.18,26.1,3689.35,8.6,3.3,5.0,7.6,1072.52,3.44,104.7,Healthy,134.36,SBA,0.875,0.324,1.028
P0596,Suspension,328.57,25,Smooth,A,X,AX,11.8,141.6,46540.46,13.1,4.4,14.3,11.0,3609.92,12.892,27.9,Healthy,1279.42,Naive,1.798,0.999,0.249
P0597,Electrical,84.36,15,Erratic,B,Z,BZ,2.41,28.9,2441.4,11.7,3.7,4.9,9.6,805.72,3.03,118.8,Healthy,70.04,SBA,0.986,0.253,1.317
P0598,Engine Components,157.35,27,Smooth,A,X,AX,7.51,90.1,14180.4,15.1,4.4,11.1,12.0,1880.89,7.539,47.8,Healthy,289.6,Naive,1.315,0.89,0.374
P0599,Engine Components,683.18,16,Lumpy,A,Z,AZ,1.49,17.9,12216.83,3.2,4.3,5.1,5.9,4018.92,3.04,118.4,Excess Stock,134.11,SBA,1.004,0.14,2.382
P0600,Engine Components,544.78,55,Intermittent,B,Z,BZ,0.71,8.5,4614.6,2.5,3.1,4.4,4.3,2366.38,1.95,184.6,Excess Stock,261.31,Croston,1.437,0.169,1.97
P0601,Engine Components,766.22,51,Erratic,A,Z,AZ,1.76,21.2,16225.81,3.3,4.8,7.8,6.5,4964.21,3.269,110.1,Excess Stock,403.2,SBA,1.578,0.262,1.273
P0602,Brake System,270.88,19,Erratic,B,Z,BZ,1.61,19.3,5226.43,5.3,2.6,3.6,5.2,1414.86,3.694,97.5,Healthy,48.17,SBA,1.002,0.274,1.214
P0603,Engine Components,771.53,55,Lumpy,A,Z,AZ,0.96,11.5,8895.3,2.4,6.3,8.1,7.5,5815.13,1.53,235.3,Excess Stock,140.8,SBA,1.642,0.113,2.951
P0604,Engine Components,507.51,31,Erratic,A,Y,AY,2.16,25.9,13135.68,4.5,3.4,5.6,5.6,2854.82,4.601,78.2,Healthy,166.45,SBA,1.742,0.356,0.933
P0605,Engine Components,395.88,33,Intermittent,C,Z,CZ,0.27,3.3,1304.09,1.8,1.6,1.9,2.6,1010.9,1.29,279.1,Healthy,80.74,Croston,1.69,0.096,3.466
P0606,Suspension,368.71,34,Intermittent,C,Z,CZ,0.47,5.6,2082.11,2.5,2.3,2.8,3.5,1307.87,1.592,226.1,Healthy,180.48,Croston,1.388,0.119,2.803
P0607,Engine Components,482.6,51,Lumpy,A,Z,AZ,1.41,16.9,8175.88,3.7,6.7,9.1,8.6,4139.88,1.975,182.3,Excess Stock,92.74,SBA,1.316,0.15,2.214
P0608,Brake System,95.45,19,Smooth,A,X,AX,9.14,109.6,10465.44,21.4,4.2,10.0,15.0,1427.34,7.332,49.1,Healthy,201.53,Naive,1.696,0.94,0.354
P0609,Suspension,393.44,13,Lumpy,B,Z,BZ,1.04,12.5,4906.43,3.6,3.3,3.7,5.1,1996.46,2.458,146.5,Dead Stock,47.13,SBA,0.997,0.114,2.927
P0610,Transmission,685.41,34,Intermittent,B,Z,BZ,0.59,7.1,4838.17,2.0,2.5,3.2,3.5,2428.91,1.992,180.7,Excess Stock,348.6,Croston,1.569,0.135,2.455
P0611,Engine Components,493.67,46,Smooth,A,X,AX,12.8,153.6,75850.99,11.2,6.0,25.6,11.6,5707.91,13.289,27.1,Healthy,1082.32,Naive,1.52,0.999,0.229
P0612,Exhaust System,46.73,26,Lumpy,C,Z,CZ,1.02,12.2,571.8,10.2,4.1,5.0,9.2,430.05,1.33,270.8,Healthy,51.46,SBA,1.769,0.127,2.617
P0613,Electrical,119.61,9,Lumpy,C,Z,CZ,0.71,8.5,1013.17,5.3,2.2,2.5,4.9,586.81,1.727,208.5,Healthy,91.19,SBA,1.228,0.094,3.53
P0614,Engine Components,742.21,21,Intermittent,B,Z,BZ,0.45,5.4,4016.65,1.7,1.6,1.9,2.5,1818.73,2.208,163.0,Healthy,361.5,Croston,1.04,0.129,2.572
P0615,Fuel System,191.83,18,Lumpy,C,Z,CZ,0.63,7.5,1444.35,4.0,3.0,3.3,4.9,946.52,1.526,235.9,Healthy,86.05,SBA,1.483,0.09,3.694
P0616,Cooling System,60.52,8,Erratic,C,Y,CY,2.67,32.0,1936.67,14.5,2.2,2.9,9.5,573.86,3.375,106.7,Healthy,36.53,SBA,0.687,0.341,0.976
P0617,Engine Components,199.36,57,Intermittent,B,Z,BZ,0.96,11.5,2298.5,4.8,4.3,6.1,6.7,1328.48,1.73,208.1,Dead Stock,98.39,Croston,0.793,0.17,1.955
P0618,Brake System,286.27,11,Lumpy,C,Z,CZ,0.61,7.3,2088.1,3.2,1.9,2.2,3.5,1013.34,2.061,174.7,Dead Stock,21.58,SBA,1.582,0.104,3.21
P0619,Exhaust System,95.36,11,Smooth,B,X,BX,3.63,43.5,4150.87,13.5,1.7,3.1,8.5,810.36,5.122,70.3,Healthy,52.86,Naive,0.778,0.69,0.482
P0620,Transmission,497.97,51,Lumpy,A,Z,AZ,2.18,26.1,13005.77,4.6,8.4,12.1,10.7,5321.11,2.444,147.3,Excess Stock,700.17,SBA,0.975,0.185,1.798
P0621,Engine Components,863.46,58,Intermittent,B,Z,BZ,0.49,5.9,5079.2,1.7,3.3,4.3,4.2,3596.61,1.412,254.9,Excess Stock,58.08,Croston,1.402,0.112,2.979
P0622,Engine Components,199.06,22,Intermittent,C,Z,CZ,0.33,4.0,796.23,2.8,1.4,1.7,2.9,568.93,1.4,257.2,Dead Stock,24.93,Croston,0.819,0.108,3.068
P0623,Brake System,223.29,16,Intermittent,C,Z,CZ,0.63,7.5,1681.22,3.7,1.9,2.3,3.8,838.17,2.006,179.5,Healthy,151.31,Croston,1.493,0.131,2.544
P0624,Suspension,88.9,41,Lumpy,C,Z,CZ,0.69,8.2,732.13,6.1,4.6,5.5,7.6,677.54,1.081,333.2,Dead Stock,2.68,SBA,1.553,0.096,3.469
P0625,Electrical,116.37,5,Intermittent,C,Z,CZ,0.88,10.6,1232.18,6.0,1.2,1.4,4.2,494.25,2.493,144.4,Healthy,11.3,Croston,1.75,0.16,2.077
P0626,Brake System,266.05,9,Erratic,A,Z,AZ,2.65,31.8,8450.97,6.9,3.1,3.9,6.5,1732.99,4.877,73.8,Healthy,550.62,SBA,1.225,0.26,1.282
P0627,Suspension,229.05,39,Intermittent,B,Z,BZ,1.1,13.2,3018.13,4.8,3.5,4.9,5.9,1353.13,2.23,161.4,Healthy,114.93,Croston,0.787,0.195,1.704
P0628,Transmission,748.45,32,Erratic,A,Z,AZ,1.92,23.1,17258.38,3.5,3.5,5.5,5.2,3904.34,4.42,81.4,Healthy,733.21,SBA,0.689,0.314,1.06
P0629,Engine Components,562.03,42,Erratic,A,Z,AZ,2.67,32.0,17984.85,4.8,6.0,9.8,8.4,4729.55,3.803,94.7,Excess Stock,498.76,SBA,0.984,0.287,1.162
P0630,Brake System,133.32,9,Erratic,B,Z,BZ,2.27,27.3,3638.84,9.0,2.3,3.0,6.9,916.18,3.972,90.6,Healthy,38.68,SBA,1.744,0.291,1.145
P0631,Transmission,321.06,46,Intermittent,B,Z,BZ,1.04,12.5,4003.82,3.9,4.3,5.9,6.2,2003.12,1.999,180.1,Excess Stock,272.55,Croston,1.387,0.165,2.016
P0632,Fuel System,89.85,15,Erratic,B,Z,BZ,2.57,30.8,2769.38,11.7,4.3,5.6,10.2,914.12,3.03,118.8,Healthy,52.22,SBA,0.71,0.23,1.445
P0633,Suspension,205.29,35,Lumpy,C,Z,CZ,0.67,8.0,1642.3,3.9,4.1,4.9,6.1,1246.59,1.317,273.3,Dead Stock,147.81,SBA,1.226,0.096,3.46
P0634,Suspension,86.8,11,Smooth,A,X,AX,14.71,176.5,15317.35,28.5,4.2,9.5,18.4,1598.12,9.585,37.6,Healthy,225.32,Naive,1.586,0.999,0.284
P0635,Engine Components,422.38,16,Erratic,A,Z,AZ,2.51,30.1,12720.98,5.3,4.6,6.0,7.3,3090.19,4.117,87.5,Healthy,243.04,SBA,1.431,0.216,1.541
P0636,Suspension,241.05,13,Intermittent,B,Z,BZ,1.12,13.4,3232.95,4.7,1.9,2.4,4.2,1021.14,3.166,113.7,Healthy,188.87,Croston,1.416,0.214,1.551
P0637,Suspension,341.87,34,Smooth,A,X,AX,14.63,175.5,60007.84,14.3,6.6,23.1,13.7,4695.89,12.779,28.2,Healthy,1096.1,Naive,1.413,0.999,0.256
P0638,Brake System,225.6,25,Intermittent,C,Z,CZ,0.41,4.9,1114.73,3.0,1.6,1.9,3.1,696.25,1.601,224.9,Healthy,100.33,Croston,1.088,0.128,2.598
P0639,Brake System,239.91,19,Lumpy,B,Z,BZ,0.88,10.6,2540.23,4.2,3.6,4.1,5.7,1362.78,1.864,193.1,Healthy,0.73,SBA,1.249,0.107,3.099
P0640,Brake System,47.3,13,Erratic,C,Z,CZ,1.63,19.5,923.74,12.9,2.4,3.1,8.8,417.32,2.214,162.6,Healthy,18.44,SBA,0.819,0.245,1.36
P0641,Engine Components,310.42,57,Intermittent,B,Z,BZ,0.59,7.1,2191.21,3.0,2.8,3.9,4.3,1329.34,1.648,218.4,Healthy,197.21,Croston,0.979,0.16,2.08
P0642,Brake System,226.96,9,Lumpy,C,Z,CZ,0.04,0.5,106.81,0.9,0.2,0.3,0.7,160.05,0.667,539.5,Dead Stock,9.61,SBA,1.177,0.047,7.071
P0643,Engine Components,506.7,36,Lumpy,B,Z,BZ,0.94,11.3,5722.73,3.0,5.4,6.5,6.9,3471.21,1.649,218.4,Excess Stock,515.05,SBA,1.461,0.105,3.159
P0644,Brake System,46.46,15,Lumpy,C,Z,CZ,0.24,2.8,131.18,4.9,1.9,2.1,4.4,204.45,0.642,561.1,Dead Stock,0.0,SBA,1.734,0.047,7.071
P0645,Engine Components,742.91,15,Lumpy,A,Z,AZ,0.76,9.2,6817.32,2.2,2.6,3.0,3.7,2766.19,2.465,146.1,Excess Stock,427.51,SBA,1.21,0.113,2.937
P0646,Fuel System,167.97,15,Erratic,B,Y,BY,2.61,31.3,5256.47,8.6,2.6,4.0,7.0,1169.67,4.494,80.1,Healthy,82.03,SBA,0.677,0.381,0.873
P0647,Electrical,161.69,16,Erratic,B,Z,BZ,2.29,27.5,4451.12,8.3,3.0,4.2,7.1,1149.58,3.872,93.0,Healthy,142.69,SBA,1.47,0.307,1.083
P0648,Electrical,35.41,20,Smooth,B,X,BX,7.57,90.8,3216.37,32.0,2.7,7.7,18.7,661.44,4.863,74.0,Healthy,46.88,Naive,1.067,0.998,0.262
P0649,Exhaust System,153.81,18,Smooth,A,X,AX,7.33,88.0,13535.27,15.1,3.5,7.9,11.0,1699.32,7.965,45.2,Healthy,284.89,Naive,1.33,0.893,0.373
P0650,Suspension,287.65,11,Intermittent,B,Z,BZ,0.73,8.7,2504.23,3.5,1.7,2.0,3.4,985.47,2.541,141.7,Healthy,225.38,Croston,1.162,0.143,2.333
P0651,Engine Components,726.3,45,Smooth,A,X,AX,14.22,170.6,123899.0,9.7,7.6,28.9,12.4,9005.12,13.759,26.2,Healthy,1992.24,Naive,1.06,0.999,0.264
P0652,Suspension,353.18,27,Erratic,A,Z,AZ,2.14,25.6,9058.06,5.4,3.8,5.8,6.5,2306.31,3.928,91.7,Healthy,551.96,SBA,1.222,0.289,1.15
P0653,Electrical,228.39,17,Erratic,B,Z,BZ,2.1,25.2,5749.97,6.6,3.0,4.2,6.3,1435.59,4.005,89.9,Healthy,239.69,SBA,1.767,0.292,1.141
P0654,Transmission,484.9,25,Smooth,A,X,AX,6.86,82.4,39933.31,8.2,4.3,10.0,8.4,4088.07,9.768,36.9,Healthy,533.49,Naive,0.939,0.796,0.418
P0655,Suspension,114.73,19,Lumpy,B,Z,BZ,2.29,27.5,3158.35,9.8,4.9,6.4,9.8,1127.33,2.802,128.5,Healthy,174.18,SBA,1.507,0.203,1.641
P0656,Engine Components,644.64,56,Lumpy,A,Z,AZ,0.94,11.3,7280.67,2.6,5.9,7.7,7.3,4674.82,1.557,231.2,Excess Stock,197.92,SBA,0.602,0.119,2.803
P0657,Brake System,215.63,8,Lumpy,B,Z,BZ,1.18,14.1,3044.19,5.1,2.8,3.1,5.3,1147.45,2.653,135.7,Healthy,33.11,SBA,0.671,0.12,2.764
P0658,Brake System,249.12,11,Erratic,A,Z,AZ,2.39,28.7,7151.2,6.8,2.8,3.7,6.2,1542.47,4.636,77.6,Healthy,335.5,SBA,1.241,0.284,1.174
P0659,Electrical,62.51,18,Intermittent,C,Z,CZ,0.29,3.5,220.62,4.8,1.4,1.5,3.7,233.9,0.943,381.7,Slow Mover,0.0,Croston,1.737,0.091,3.644
P0660,Electrical,69.08,11,Lumpy,C,Z,CZ,1.12,13.4,926.53,8.8,3.2,3.6,7.6,523.55,1.77,203.4,Healthy,83.39,SBA,1.743,0.117,2.85
P0661,Brake System,289.86,12,Lumpy,B,Z,BZ,1.08,12.9,3751.16,4.2,3.0,3.4,5.1,1473.43,2.546,141.4,Healthy,89.47,SBA,1.443,0.126,2.647
P0662,Body Parts,272.49,31,Lumpy,B,Z,BZ,0.94,11.3,3077.57,4.1,5.0,6.0,7.1,1921.48,1.602,224.8,Excess Stock,276.98,SBA,1.785,0.104,3.187
P0663,Electrical,255.96,11,Lumpy,C,Z,CZ,0.49,5.9,1505.62,3.0,2.4,2.6,3.9,1007.15,1.495,240.8,Healthy,135.51,SBA,1.511,0.067,4.954
P0664,Brake System,253.65,9,Erratic,A,Z,AZ,2.49,29.9,7579.56,6.9,2.3,3.1,5.8,1464.79,5.175,69.6,Healthy,135.54,SBA,1.736,0.319,1.044
P0665,Engine Components,590.1,26,Smooth,A,X,AX,12.37,148.5,87613.01,10.0,5.0,15.8,10.0,5927.41,14.781,24.4,Healthy,1727.78,Naive,1.143,0.999,0.265
P0666,Engine Components,632.1,16,Intermittent,A,Z,AZ,0.98,11.8,7436.42,2.7,1.8,2.3,3.2,1992.57,3.732,96.5,Healthy,210.69,Croston,0.666,0.219,1.518
P0667,Brake System,289.51,27,Erratic,A,Z,AZ,2.67,32.0,9264.33,6.6,5.2,7.6,8.5,2469.42,3.752,96.0,Healthy,533.46,SBA,1.182,0.266,1.251
P0668,Engine Components,576.58,19,Erratic,A,Z,AZ,1.96,23.5,13566.6,4.0,3.1,4.3,5.1,2945.73,4.606,78.2,Healthy,504.99,SBA,1.607,0.277,1.203
P0669,Engine Components,616.07,56,Lumpy,B,Z,BZ,0.45,5.4,3334.04,1.9,4.3,5.1,5.2,3211.89,1.038,346.8,Excess Stock,0.09,SBA,0.979,0.079,4.219
P0670,Brake System,88.03,23,Lumpy,C,Z,CZ,1.61,19.3,1698.48,9.4,5.3,6.5,10.0,879.91,1.93,186.5,Healthy,28.79,SBA,0.902,0.145,2.295
P0671,Engine Components,499.28,55,Smooth,A,X,AX,14.14,169.6,84701.37,11.7,7.6,33.5,13.4,6686.5,12.668,28.4,Healthy,1444.93,Naive,0.754,0.999,0.24
P0672,Fuel System,157.53,18,Erratic,B,Z,BZ,2.55,30.6,4818.67,8.8,3.5,5.0,7.9,1243.98,3.874,92.9,Healthy,99.14,SBA,1.165,0.31,1.075
P0673,Engine Components,349.68,49,Erratic,A,Z,AZ,2.55,30.6,10696.24,5.9,7.5,11.6,10.4,3643.83,2.935,122.6,Excess Stock,483.82,SBA,1.327,0.239,1.393
P0674,Suspension,138.88,11,Intermittent,C,Z,CZ,0.47,5.6,784.26,4.0,1.3,1.5,3.3,464.54,1.688,213.2,Healthy,56.87,Croston,0.783,0.117,2.834
P0675,Suspension,182.39,20,Lumpy,B,Z,BZ,1.53,18.4,3347.44,6.3,4.2,5.2,7.4,1349.23,2.481,145.1,Healthy,82.74,SBA,1.278,0.162,2.057
P0676,Body Parts,114.87,16,Intermittent,C,Z,CZ,0.98,11.8,1351.36,6.4,2.3,2.8,5.5,631.83,2.139,168.3,Healthy,21.24,Croston,1.647,0.17,1.953
P0677,Engine Components,308.39,47,Lumpy,C,Z,CZ,0.27,3.3,1015.87,2.1,2.9,3.3,3.9,1217.41,0.834,431.4,Slow Mover,91.43,SBA,1.315,0.065,5.156
P0678,Brake System,161.83,24,Lumpy,B,Z,BZ,1.37,16.5,2665.5,6.4,4.8,5.9,8.0,1288.16,2.069,174.0,Healthy,239.9,SBA,1.592,0.141,2.362
P0679,Cooling System,166.18,27,Lumpy,B,Z,BZ,1.61,19.3,3206.21,6.8,5.8,7.3,9.2,1531.22,2.094,171.9,Healthy,288.56,SBA,0.794,0.144,2.314
P0680,Fuel System,118.81,10,Lumpy,C,Z,CZ,1.43,17.2,2040.67,7.6,3.6,4.1,7.4,881.69,2.314,155.5,Dead Stock,3.78,SBA,0.957,0.125,2.662
P0681,Exhaust System,64.13,14,Lumpy,C,Z,CZ,0.69,8.2,528.11,7.2,2.7,3.0,6.2,400.15,1.32,272.8,Healthy,16.26,SBA,0.831,0.097,3.444
P0682,Brake System,66.17,26,Lumpy,C,Z,CZ,1.57,18.8,1245.5,10.7,5.3,6.7,10.6,704.08,1.769,203.5,Healthy,41.65,SBA,1.772,0.151,2.209
P0683,Engine Components,663.07,57,Intermittent,A,Z,AZ,0.98,11.8,7800.79,2.7,3.6,5.5,5.0,3292.67,2.369,152.0,Excess Stock,567.48,Croston,1.432,0.203,1.635
P0684,Electrical,118.29,10,Lumpy,C,Z,CZ,0.69,8.2,974.18,5.3,1.9,2.1,4.5,531.79,1.832,196.5,Dead Stock,61.96,SBA,0.809,0.117,2.849
P0685,Cooling System,153.27,27,Intermittent,C,Z,CZ,0.76,9.2,1406.52,4.9,2.3,3.0,4.7,725.01,1.94,185.6,Healthy,83.19,Croston,1.745,0.174,1.913
P0686,Electrical,190.79,15,Intermittent,C,Z,CZ,0.39,4.7,897.84,3.1,1.5,1.7,3.1,588.09,1.527,235.8,Healthy,80.81,Croston,1.637,0.1,3.314
P0687,Electrical,226.62,18,Intermittent,C,Z,CZ,0.41,4.9,1119.75,3.0,1.8,2.0,3.2,735.62,1.522,236.5,Dead Stock,100.78,Croston,0.741,0.099,3.373
P0688,Brake System,119.79,24,Lumpy,C,Z,CZ,0.41,4.9,591.88,4.1,3.0,3.3,5.0,602.92,0.982,366.7,Dead Stock,0.0,SBA,1.669,0.067,4.956
P0689,Transmission,580.8,50,Erratic,A,Z,AZ,2.24,26.8,15579.04,4.3,5.8,9.5,8.0,4620.2,3.372,106.8,Excess Stock,442.88,SBA,1.179,0.272,1.223
P0690,Engine Components,344.61,21,Intermittent,C,Z,CZ,0.22,2.6,891.94,1.7,1.3,1.5,2.2,752.16,1.186,303.6,Dead Stock,80.27,Croston,1.029,0.075,4.433
P0691,Brake System,303.24,8,Smooth,A,X,AX,13.43,161.2,48875.77,14.6,2.8,6.3,10.0,3044.73,16.053,22.4,Healthy,780.63,Naive,1.185,0.999,0.241
P0692,Suspension,308.19,18,Intermittent,B,Z,BZ,0.73,8.7,2683.03,3.4,2.0,2.4,3.6,1120.74,2.394,150.4,Healthy,224.51,Croston,1.045,0.157,2.116
P0693,Suspension,186.56,29,Intermittent,B,Z,BZ,1.06,12.7,2370.4,5.2,3.1,4.1,5.7,1058.15,2.24,160.7,Healthy,55.71,Croston,0.784,0.186,1.788
P0694,Brake System,119.12,14,Lumpy,C,Z,CZ,0.8,9.6,1149.12,5.7,2.6,3.0,5.5,653.77,1.758,204.8,Healthy,51.5,SBA,1.765,0.114,2.925
P0695,Engine Components,290.71,38,Intermittent,C,Z,CZ,0.31,3.8,1094.45,2.3,1.8,2.2,3.0,858.28,1.275,282.3,Healthy,98.5,Croston,0.752,0.106,3.124
P0696,Electrical,200.0,7,Intermittent,C,Z,CZ,0.78,9.4,1882.31,4.3,1.2,1.4,3.4,670.02,2.809,128.1,Healthy,126.82,Croston,1.018,0.176,1.895
P0697,Brake System,105.15,11,Lumpy,C,Z,CZ,0.49,5.9,618.51,4.7,1.8,2.0,4.2,439.21,1.408,255.6,Dead Stock,12.53,SBA,0.921,0.09,3.711
